title,price_cleaned,bedrooms_cleaned,location_clean,post_time_category
Private Basement with private full Bath Available in Bedstuy,1999,1,bed stuy,longer than a month but within six months
Private Garden! No stairs! Huge apartment!,2799,1,harlem,longer than a month but within six months
Private House Three Bedroom_Kitchen_Bath_Close to All Transportation,2695,3,flatbush,longer than an hour but within a day
Private Oasis In Great Neck,2200,1,great neck,within an hour
Private Outdoor space*Exposed brick new Everything*Gas included*Park a,2600,1,bed stuy,longer than a month but within six months
Private Yard and Sunny! Right next to Ltrain,2799,1,buschwick,longer than a month but within six months
"Private house - 2Br, LR, Modern eating kitchen",2500,1,yonkers,longer than a month but within six months
"Private house for rent , 2nd floor, Great area!",2900,1,homecrest @ b & q ave u,longer than a month but within six months
Private outdoor space plus laundry 1 Bedroom,3161,1,gramercy,longer than a month but within six months
Proper 2-bedroom apartment with modern vintage style appliances,3800,1,williamsburg,longer than a month but within six months
Proper Design. Smartly Priced. Amazing views. Ready for move-in!,2595,1,battery park,longer than a month but within six months
Prosp.ֶPark 1BR PREWAR  STABILIZED ready asap,1700,1,brooklyn,longer than a month but within six months
"Prospect Heights - Studio, Fully furnished, In-unit washer/dryer",3120,1,brooklyn,longer than a month but within six months
Prospect Heights Luxury 2BD/2BA No Fee!,4895,1,prospect heights,longer than a month but within six months
Prospect Heights duplex with dishwasher & shared backyard!,3600,1,prospect heights,longer than a month but within six months
Purrrrrrrfect! Cats and dogs welcome at Apex at 290,3575,1,elmsford,longer than a month but within six months
Put this 2 Bedroom on your to-see list! You'll be glad you did!,2240,1,stamford,longer than a month but within six months
Pvt Terrace--Open Kitchen--Modern Building--Spacious 1 Bed--No Fee,3640,1,long island,longer than a month but within six months
QUEEN SIZED BEDROOMS * GREAT WINDOWS & CLOSETS & EXPOSED BRICK * ROOF,3800,1,williamsburg,longer than a month but within six months
QUEEN SIZED BEDROOMS / WALKIN CLOSET / WIK / LAUNDRY IN UNIT / OPEN VI,8433,1,west village,longer than a month but within six months
Queen bedrooms_______doorman_______pets ok________,3200,1,tribeca,longer than a month but within six months
Queen bedrooms______doorman_______pets ok________,3200,1,tribeca,longer than a month but within six months
Queen size bedroom with two closets and 1 bathroom,2295,1,inwood,longer than a month but within six months
"Queen sized rooms, Laundry in Bldg, Big Windows, Outdoor area",3000,1,ridgewood,longer than a month but within six months
"Queens (Arvane), 1 BR, 1 Bath",1900,1,arvane,longer than a month but within six months
Quiet EV studio w/ unique amenites,2950,1,east village,longer than a month but within six months
Quiet Oasis w/ Open Sky,3700,1,brooklyn,longer than a month but within six months
RARE - 6 Bedroom Fully Furnished on Ludlow Street,10000,1,lower east side,longer than a month but within six months
RARE Bushwick Loft No Fee!,2450,1,buschwick,longer than a month but within six months
RARE EV 2 BED/ 1.5 BATH DUPLEX + BACKYARD_ELEV/ LNDRY/ ROOF DECK BLDG!,3495,1,east village,longer than a month but within six months
RARE FIND_GREAT LOCATION_SPACIOUS 1 BR_LITTLE ITALY,2200,1,chinatown,longer than a month but within six months
RARE LIVE/ WORK MIDTOWN WEST LOFT + PRIVATE DECK__FULLY LOADED BLDG!!!,3995,1,midtown,longer than a month but within six months
RARE LOFTY FLATIRON ALCOVE STUDIO___FULLY LOADED DOORMAN BLDG!!!,3495,1,flatiron,longer than a day but within a month
RARE LOFTY FLOOR THRU MIDTOWN EAST 2 BED + PRIVATE TERRACE_GREAT FIND!,3595,1,midtown,longer than a month but within six months
RARE SUN LIT LOFTY EV TOWNHOUSE 3 BED/ 2 BATH DIGS + W/D IN UNIT!!!,6495,1,east village,longer than a month but within six months
RARE TURTLE BAY DUPLEX 2 BED LOFT STUNNER__AMAZING LOCATION - A STEAL!,4495,1,midtown,longer than a month but within six months
RARE UNIT MODERN RENNOVATIONS MASSIVE SPACE,2995,1,financial district,longer than a month but within six months
READY TO MOVE IN  2BR. COOP AND EASY TO GET IN!...CLOSE TO ALL!..,2650,1,woodside,longer than a month but within six months
REAL 2 BEDROOM_Virtual Doorman_Laundry_Elevator,4400,1,financial district,longer than a month but within six months
REAR DEAL! APARTMENT BALCONY LAUXURY,4400,1,midtown,longer than a month but within six months
RECENTLY RENOVATED LARGE 3 BED APT!SUNNY!,2450,1,bronx,longer than a month but within six months
RED HOOK 2 BR LOFT APARTMENT FOR RENT!,4000,1,red hook,longer than a month but within six months
REGO PARK CONDO FOR RENT!! READY TO MOVE IN!! $1950 PER MONTH!!,1950,1,rego park,longer than a month but within six months
REMARKABLE CONDO FINISHES=TOP FLOOR=NEW CONSTRUCTION=CITY VIEW,4750,1,financial district,longer than a month but within six months
REMARKABLE CONDO FINISHES=TOP FLOOR=NEW CONSTRUCTION=CITY VIEW FROM EV,5900,1,tribeca,longer than a month but within six months
REMSEN VILLAGE LARGE DUPLEX AVAILABLE FOR 2/1 SPACIOUS AND NICE,2700,1,remsen village,longer than a month but within six months
RENATAL START FROM 1200 in Bk and queens,1200,1,brooklyn,longer than a month but within six months
"RENOVATED & MODERN 2 BED, Close to Subways!",2700,1,williamsburg,longer than a month but within six months
RENOVATED 1 BED WITH CONDO LIKE FINISHES FOR IMMEDIATE OCCUPANCY,1940,1,mount vernon,longer than a month but within six months
"RENOVATED 1 BR -  NO FEE - UTILITIES INCL,- 1 BLK FROM LIGHT RAIL!",1995,1,jersey city,longer than a month but within six months
RENOVATED 1 BR - NEW APPLIANCES - NO FEE - UTILITIES INCLUDED - 1 BLK,1995,1,jersey city,longer than a month but within six months
RENOVATED 2 BEDROOMS APARTMENT,2200,1,staten island,longer than a month but within six months
RENOVATED 3 BEDROOM/2BATH APARTMENT 15 MINUTES TO NYC,3500,1,woodside,longer than a month but within six months
RENOVATED APARTMENT FOR RENT,1600,1,brooklyn,longer than a month but within six months
RENOVATED MODERN 2 BEDROOM,2200,2,brooklyn,longer than an hour but within a day
RENOVATED SPACIOUS STUDIO APARTMENT,1550,1,yonkers,longer than a month but within six months
RENOVATED STUDIO IN DITMARS ASTORIA,1500,1,astoria,longer than a month but within six months
RENOVATED STUDIO WALK-IN APARTMENT,1600,1,maspeth,longer than a month but within six months
RENOVATED TWO BEDROOM TWO,3000,1,bath beach,longer than a month but within six months
RENT STABILIZE 3 Bed Free Utilities! PRIME LOCATION. INCLUDES FREE ELE,5999,1,east village,longer than a month but within six months
RENT STABILIZED * BALCONY * WINDOWS IN THE LIVING ROOM * DISHWASHER *,2480,1,,longer than a month but within six months
RENT STABILIZED * DISHWASHER * WINDOWS IN THE LIVING ROOM * LUXURY,2318,1,bed stuy,longer than a month but within six months
RENT STABILIZED * ELEVATOR LUXURY BUILDING * 1.5 BEDROOM + OFFICE SPAC,2900,1,bed stuy,longer than a month but within six months
RENT STABILIZED * WINDOWS IN THE LIVING ROOM * BALCONY_BLDG W LAUNDRY,3250,1,buschwick,longer than a month but within six months
RENT STABILIZED 2 Bed. Free Utilities Included (ELECTRIC INCLUDED)! FR,4400,1,east village,longer than a month but within six months
RENT STABILIZED 2bed Nostr. & Linden PLG!! great deal,2400,1,brooklyn,longer than a month but within six months
RENT STABILIZED BROOKLYN UNIT,1750,1,brooklyn,longer than a month but within six months
RENT STABILIZED DEAL IN THE UPPER EAST SIDE 80s.,2400,1,upper east side,longer than a month but within six months
RENT STABILIZED STEAL !!  SEE TODAY.. 2 AVAILABLE.,2199,1,chinatown,longer than a month but within six months
RENT STABILIZED UNIT! PRIVATE BALCONY! DISHWASHER- ROOF TOP & LAUNDRY!,2350,1,bed stuy,longer than a month but within six months
RENT STABILIZED ☀️Private Balcony and windows in the living Room,2600,1,buschwick,longer than a month but within six months
RENT STABILIZED!! 2 Bed. Free Utilities Included (FREE  ELECTRIC)! Thi,4390,1,east village,longer than a month but within six months
"RENT STABILIZED, HUGE ONE BEDROOM, HERBERT VON KING",2550,1,bed stuy,longer than a month but within six months
"RENT STABILIZED, PRIVATE BACKYARD: 4 BED",5000,1,bed stuy,longer than a month but within six months
RENT STABILIZED--------ONE BEDROOM------PRIME LOCATION----------PET FR,2284,1,astoria,longer than a month but within six months
RENT STABILIZED.  1 Bed. Free Utilities! PRIME LOCATION. INCLUDES FREE,4100,1,east village,longer than a month but within six months
RENT STABILIZED. LARGE 1 BED. ALL UTILITIES INCLUDED. Prime location!!,4100,1,east village,longer than a month but within six months
RENT STABILIZED. Real 3 Bed!! Free Utilities! (Free Electric and HIGH,5995,1,east village,longer than a month but within six months
RENT STABILIZED. True 3 Bed!! Free Utilities! (Free Electric and HIGH,5990,1,east village,longer than a month but within six months
RENTY STABILIZED LARGE 1 BEDROOM * WINDOWS IN THE LIVING ROOM *,2324,1,buschwick,longer than a month but within six months
RIGHT NEXT TO MARIA HERNANDEZ PARK** 2 BEDROOM**NE FEE,2800,1,maria hernandez,longer than a month but within six months
RIVERDALE !! 1 TRAIN HARDWOOD FLOOR HUGE PREWAR GEM,3000,1,riverdale,longer than a month but within six months
ROCKAWAY BEACH BEACH BLK ONE BEDROOM,1900,1,rockaway,longer than a month but within six months
ROOM ONLY! SHARED KITCHEN & BATHROOM*CLOSE SUNY DOWNSTATE!!,900,1,leffert gardens,longer than a month but within six months
ROOM ONLY! SHARED KITCHEN & BATHROOM*CLOSE TO KINGS COUNTY HOSPITAL,900,1,prospect park,longer than a month but within six months
ROOM ONLY! SHARED KITCHEN & BATHROOM*CLOSE TO SHOPS,1000,1,leffert gardens,longer than a month but within six months
ROSLYN HOUSE FOR RENT,7000,1,long island,longer than a month but within six months
RUTLAND RD. NEW CONSTRUCTION,2595,1,flatbush,longer than a month but within six months
Rad 2 Bed at Gates J! No Fee!,2550,1,buschwick,longer than a month but within six months
Rad Work/Live Loft in Prime Bushwick! No Fee!,1925,1,buschwick,longer than a month but within six months
Rare 3 Bed in luxury building,3695,1,brooklyn,longer than a month but within six months
Rare 5/6 bedroom home for rent!,4995,1,fairfield,longer than a month but within six months
Rare Full Floor 3BR/3BA Home With 2 Balconies & W/D in-unit. NO FEE!,9995,1,upper west side,longer than a month but within six months
Rare find! 3 BR + WASHER+DRYER+PARKING__Bay Ridge Dyker Heights sunset,3495,1,bay ridge,longer than a month but within six months
Rare find!___$2275. KING SIZE 1 BR___LAUNDRY @ 21st Ave_____ASTORIA,2275,1,astoria,longer than a month but within six months
Rare opportunity to live 1 minute to 7 train,1600,1,sunnyside,longer than a month but within six months
Rare! True 3.BR Loft! 20ft Ceilings! 2 blocks to L! See 3D Video!,4500,1,buschwick,longer than a month but within six months
"Rarely avail, pets ok w/dshwsher & bckyrd, real 3BR/1bth nr R 46th St",3300,1,astoria,longer than a month but within six months
"Rarely avail. real 3BR/1bth nr R 46th St pets ok newly reno,3/1/23 mv",2899,3,astoria,longer than a day but within a month
Ready to lease! Beautifully designed Apartment apartment,1709,1,stamford,longer than a month but within six months
"Real 4BR - windows in every room. Very bright, quiet",3800,1,bed stuy,longer than a month but within six months
Real Living Room - Great Landlord - Pet Friendly- Greenpoint,3650,1,greenpoint,longer than a month but within six months
Really large 2 Bedroom across the street from Prospect Park!,2575,1,prospect park,longer than a month but within six months
Recently Renoovated_3Block/Subway _Elevator & Laundry_Small pets OK_,2799,1,astoria,longer than a month but within six months
Recently Renovated 2 bedroom 1st Floor Apt,2500,1,bellerose,longer than a month but within six months
Recently Renovated 2BR/2BT w/ Private Rooftop! IN UWS,5500,1,upper west side,longer than a month but within six months
Recently Renovated Building!!!,2200,1,bronx,longer than a month but within six months
Recently Renovated Studio w/ DW + MW+ SS Kitchen,2500,1,upper west side,longer than a month but within six months
"Recently Renovated, Luxury finishes unit",4900,1,financial district,longer than a month but within six months
Recently renovated 3 bedroom apartment.,3400,1,bed stuy,longer than a month but within six months
Recently renovated spacious 2 bedroom apartment,2900,1,buschwick,longer than a month but within six months
Recently updated 1 bedroom -Ditmars area,2150,1,astoria,longer than a month but within six months
Red Hook living that checks every box- a modern condo,6000,1,red hook,longer than a month but within six months
Rego Park 2 bedroom apt for rent-gas included,2300,1,rego park,longer than a month but within six months
"Rego Park, Sunny 3 beds, 2 baths, balcony, newly renovated, by owner",3400,1,rego park,longer than a month but within six months
Remarkable 2 Bedroom apartment located in Kensington!!,2500,1,brooklyn,longer than a month but within six months
Remodeled 3 bedrooms,3150,1,bronx,longer than a month but within six months
Renovate 3 large bedroom/2 bath apt available for immediate occupation,4200,1,crown heights,longer than a month but within six months
Renovated  One BR Studio / L & G INCLUDED / BACKYARD,1350,1,bronx,longer than a month but within six months
Renovated & large 2BR! *ALL UTILITIES INCLUDED*,2300,1,whitestone,longer than a month but within six months
Renovated 1 BR Apt (125th St) + Laundry + Elevator + Gym in Bldg,2600,1,morningside heights,longer than a month but within six months
Renovated 1 Bed plus Office Apartment available in Flatbush!!,2299,1,flatbush,longer than a month but within six months
"Renovated 1 Bed, 1 Bath (Duplex) Gramercy Park. W/D in-unit! Gym Bldng",4060,1,gramercy,longer than a month but within six months
Renovated 1 Bedroom,2000,1,queens,longer than a month but within six months
Renovated 1 Bedroom in Downtown Yonkers,1600,1,yonkers,longer than a month but within six months
Renovated 1 Bedroom with W/D right by Prospect Park!,1950,1,prospect park,longer than a month but within six months
Renovated 1 bed** Sunny** Spacious,1845,1,new york,longer than a day but within a month
"Renovated 1-BR Apt in Clean, Quiet and Desirable Building | NO FEE!",1595,1,bronx,longer than a month but within six months
Renovated 1BR Apt Near Columbia University & CCNY,2800,1,harlem,longer than a month but within six months
Renovated 1BR Apt in Gramercy (East 25th St)+ DW+ WD in Unit+ Balcony,2995,1,gramercy,longer than a month but within six months
Renovated 1BR in 24/7 Doorman Building,3750,1,chinatown,longer than a month but within six months
Renovated 1BR in a Free Laundry Bldg in PLG Steps to 2/5 Trains,2195,1,leffert gardens,longer than a month but within six months
Renovated 1BR w/ Washer & Dryer + Dishwasher Right By Park & B/Q Train,1950,1,prospect park,longer than a month but within six months
"Renovated 2 Bed 1.5 BA Apt with in-unit W/D, private outdoor, parking",4200,1,williamsburg,longer than a month but within six months
Renovated 2 Bed Apartment available in Flatbush!!,2350,1,flatbush,longer than a month but within six months
Renovated 2 Bedroom Apartment/Canarsie/Brooklyn NY,2300,1,brooklyn,longer than a month but within six months
Renovated 2 Bedroom Apt On Tree-Lined Midtown East Street,3800,1,midtown,longer than a month but within six months
Renovated 2 Bedroom With In-Unit Laundry,3400,1,greenpoint,longer than a month but within six months
Renovated 2 bdrm / 2 bath apartment in elevator building!,2500,1,sheepshead bay,longer than a month but within six months
Renovated 2 bed Astoria,2350,1,queens,longer than a month but within six months
"Renovated 2 bedroom with island, large closets, central air",2199,1,brooklyn,longer than a month but within six months
Renovated 2-BR Apt. (IDEAL FOR ROOMMATES) Walk to Montefiore Hospital,1925,1,bronx,longer than a month but within six months
Renovated 2-BR Unit in Hamilton Heights (140th St)+ Dishwasher+ MIC,2667,1,harlem,longer than a month but within six months
Renovated 2-bedroom with PRIVATE OUTDOOR SPACE in prime Crown Heights,3387,1,crown heights,longer than a month but within six months
Renovated 2BR Apt in EV (12th St)+ SS Kitchen+ Exposed brick,4195,1,east village,longer than a month but within six months
Renovated 2Br,2500,1,stamford,longer than a month but within six months
Renovated 2bed/2bath ** private balcony** in unit washer/dryer ** LIC,5295,1,long island,longer than a month but within six months
Renovated 2bedroon apt in the Bronx,1850,1,morris park,longer than a month but within six months
Renovated 2br 1bath Crown Heights,3000,1,crown heights,longer than a month but within six months
"Renovated 2br, 1bathroom apartment",1800,1,brooklyn,longer than a month but within six months
Renovated 3 BDR 2 Bath for rent,3100,1,briarwood,longer than a month but within six months
Renovated 3 Room Apt w/Yard,2400,1,greenpoint,longer than a month but within six months
Renovated 3 bedroom in an elevator building across Central Park,3999,1,harlem,longer than a month but within six months
Renovated 3-BR Apt (W 130th St)+Dishwasher+Laundry In Unit+ City View,2900,1,harlem,longer than a month but within six months
Renovated 3-bedroom apt on quiet tree lined block! Great Location!,3644,1,south slope,longer than a month but within six months
"Renovated 3BR 2.5 Baths Apt in UWS (90th St & Park)+ W/D, Doorman",6195,1,upper west side,longer than a month but within six months
Renovated 3BR Apt on Tree-Lined South Slope Street,3975,1,brooklyn,longer than a month but within six months
Renovated 3BR Unit in Washington Heights (162nd St) +SS Kitchen,3395,1,inwood,longer than a month but within six months
Renovated 3bed** New Kitchen** W/D*Parking,4000,1,harrison,longer than a month but within six months
Renovated 3bed** No Fee** W/D*Parking,4000,1,harrison,longer than a month but within six months
Renovated 3bed/2 bath Available for Immediate Occupancy,4000,1,crown heights,longer than a month but within six months
Renovated 3bedroom apt in Yonkers Ny,2700,1,prescott st,longer than a month but within six months
Renovated 4 bedroom 2 Bath apartment available in Prime Crown Heights!,3795,4,crown heights,within an hour
"Renovated 4 bedroom, 2 full bathroom apartment available in Crown Heig",3795,1,crown heights,longer than a month but within six months
Renovated 4BR Unit in Hamilton Heights (140th St)+ DW+ Laundry in Unit,3300,1,harlem,longer than a month but within six months
Renovated 4BR in Morn Hts (138th St)+ W/D in Unit+ Separate Kitchen,3500,1,harlem,longer than a month but within six months
Renovated Apartment -very spacious rooms,2500,1,flatbush,longer than a month but within six months
Renovated Apartment Steps From Pratt,4765,1,brooklyn,longer than a month but within six months
Renovated Apt for rent,2500,1,laurelton,longer than a month but within six months
Renovated Beautiful East Village 2BD - Luxury DM Bldg w/ Courtyard,5695,1,east village,longer than a month but within six months
Renovated Bedford Stuyvesant 2 Bedroom Corner Windows,2600,1,bed stuy,longer than a month but within six months
Renovated Bright 1-BR Unit in UES (East 78th St)+ SS Kitchen,2695,1,upper east side,longer than a month but within six months
Renovated Brownstone Apartment - Close to C train - No Fee,3000,1,new york,longer than a month but within six months
Renovated Large 1 bedroom walk up 3 floor E 65th st,2695,1,upper east side,longer than a month but within six months
Renovated Large 2BR Across Street from Prospect Park Right B/Q Trains,2795,1,prospect park,longer than a month but within six months
Renovated Large 2BR w/ New Kitchen By Brooklyn Museum & Park,2995,1,prospect heights,longer than a month but within six months
Renovated Large 2BR w/ New Kitchen By Prospect Park Right B/Q Trains,2795,1,prospect park,longer than a month but within six months
Renovated Luxury Studio in Flatbush! {REF#FB0},2270,1,flatbush,longer than a month but within six months
Renovated NO FEE 3 BR/1.5 BA with Central AC and W/D!,2950,1,flatbush,longer than a month but within six months
Renovated One Bedroom for Rent in Parkchester,2300,1,parkchester,longer than a month but within six months
Renovated One bedroom,2184,1,east new york,longer than a month but within six months
Renovated Ranch Rental,3950,1,oakland gardens,longer than a month but within six months
Renovated Studio in East Village (9th St)+ Dishwasher+ MIC,2700,1,east village,longer than a month but within six months
Renovated Studio in Sutton Place (55th St)+ Dishwasher+ SS Kitchen,2695,1,midtown,longer than a month but within six months
Renovated XL 2.5 Bed_Private Yard_Laundry_Private Entrance,2999,1,crown heights,longer than a month but within six months
Renovated house for rent in prime location!,3500,1,staten island,longer than a month but within six months
Renovated one bedroom in prime Crown Heights!!!,2225,1,crown heights,longer than a month but within six months
Renovated one bedroom with laundry in unit in amazing location!,2650,1,brooklyn,longer than a month but within six months
Renovated spacious bright. Near all. Shared outdoor. Potential parking,2700,1,maspeth,longer than a month but within six months
Renovated specious 2 bed 1 bath prime Bed - Stuy,2600,1,brooklyn,longer than a month but within six months
Renovated studio apartment available in Clinton Hill!!,2350,1,clinton hill,longer than a month but within six months
Renovated*Spacious 3 Bedroom* Close to Shops and Trains,2700,1,canarsie,longer than a month but within six months
"Renovated, 1 Bedroom Unit in Downtown Yonkers",1675,1,yonkers,longer than a month but within six months
"Renovated, Studio Loft in Downtown Yonkers",2100,1,yonkers,longer than a month but within six months
"Renovated, Sunny Bed Stuy 3 Bedroom 1 Bath",2800,1,bed stuy,longer than a month but within six months
"Renovated, bright and spacious 1bed, no broker fee, prime bayridge",1850,1,bay ridge,longer than a month but within six months
Rent Stab Elevator 2BR in Prime Washington Heights!!!,2745,1,manhattan,longer than a month but within six months
Rent Stabalized - 3 Bed 1 Bath W/D in Unit,1785,1,bronx,longer than a month but within six months
Rent Stabalized - Huge Sun-Filled 1 Bed 1 Batg,2100,1,brooklyn,longer than a month but within six months
"Rent Stabalized 1 Bed 1 Bath - W/D in Building, 24/7 Doorman, Shared Rooftop and",2000,1,brooklyn,longer than a month but within six months
Rent Stabalized Huge Studio,1600,1,bronx,longer than a month but within six months
"Rent Stabilized 2 Bedroom Apartment - $2,601",2601,1,brooklyn,longer than a month but within six months
Rent Stabilized 2BR on Audubon Ave near 1 subway!,2000,1,inwood,longer than a month but within six months
Rent Stabilized Modern 2 Bed/2 Bath in Clinton Hill - No Fee!,4700,1,clinton hill,longer than a month but within six months
Rent Stabilized UWS Luxury Renovated 2BD/2BA - W/D in unit,7095,1,upper west side,longer than a month but within six months
Rent Stabilized studio near F subway!,1550,1,queens,longer than a month but within six months
Rent Weekly or Monthly BUSHWICK 1 Bedroom,750,1,buschwick,longer than a month but within six months
Rent stabilized top floor 2bed w/ private roof deck+a/c+dishwasher+mor,2659,1,buschwick,longer than a month but within six months
Rent stablized Huge & Spacious 2 Bed 1 Bath Apt,2529,1,buschwick,longer than a month but within six months
Rent today in our tranquil community located in Elmsford,3575,1,elmsford,longer than a month but within six months
Rent-Stabilized 1BR In Pre-War Elevator Building,1850,1,midwood,longer than a month but within six months
Rental Apartment,1700,1,brooklyn,longer than a month but within six months
"Renter's desire! 2 bed, 2 bath.",2500,1,staten island,longer than a month but within six months
Richmond hill 1bedroom available,1600,1,richmond hill,longer than a month but within six months
Ridgehill 2BR Parking Laundry by Roberts Ave,2600,1,yonkers,longer than a month but within six months
"Ridgewood 2 bedroom, 2 bathroom!  Backyard access! laundry, no fee!",3080,1,ridgewood,longer than a month but within six months
Ridgewood 3.5 Bed!,3475,1,ridgewood,longer than a month but within six months
"Ridgewood 4.5 bedroom, washer/ dryer in unit! no fee! Video!",3400,1,ridgewood,longer than a month but within six months
Ridgewood Apartment,2400,1,ridgewood,longer than a month but within six months
River View! ~ 1/4 mile to Train/Village~,2195,1,hastings,longer than a month but within six months
"Riverdale 2 bedroom ""AS-IS""",2100,1,mosholu area,longer than a month but within six months
Room 4 Rent Utilities Wifi TV Included Fully Furnished Near 2/3 Trains,1350,1,harlem,longer than a month but within six months
Room Available in PRIME Bed Stuy 2/1,970,1,bed stuy,longer than a month but within six months
Room C av for rent - last vacancy,970,4,inwood,longer than an hour but within a day
Room for rent,900,1,brooklyn,longer than a month but within six months
Room for rent $1000,1000,1,brooklyn,longer than a month but within six months
Room for rent $900,900,1,east new york,longer than a month but within six months
Room for rent in the heart of Bushwick,950,1,brooklyn,longer than a month but within six months
Roommate Call! Lux building/ GYM/ROOF/LOUNGE/BIKE ROOM,1525,1,bed stuy,longer than a month but within six months
Roommate Call! Lux building/ GYM/ROOF/LOUNGE/BIKE ROOM+PETS!,1325,1,crown heights,longer than a month but within six months
Roommate Call! Lux building/ GYM/ROOF/LOUNGE/BIKE ROOM/THEATER/OFFICE,1500,1,flatbush,longer than a month but within six months
Roommate Call!! KING SIZE BR! Lux building/GYM/ROOF/LAUNDRY/PARKING+,1325,1,crown heights,longer than a month but within six months
Roommate Call/ Lux building/ GYM/ROOF/LAUNDRY/PARKING,1325,1,crown heights,longer than a month but within six months
Rooms For Rent In Brooklyn,1000,1,brooklyn,longer than a month but within six months
Roslyn One Bedroom Apartment_Granite_Bathroom_Kitchen_LIRR,2995,1,roslyn,longer than a month but within six months
Run don't Walk-to this charming 2 Bed,3295,1,upper east side,longer than a month but within six months
S. Williamsburg Prewar Renovated 3 Bed 2 Full Bathroom,4000,1,williamsburg,longer than a month but within six months
SECTION-8 1 BEDROOM / NEWLY RENOVATED,2108,1,all bronx areas,longer than a month but within six months
SECTION-8 2 BEDROOM/NEWLY RENOVATED,2388,1,all bronx areas,longer than a month but within six months
SECTION-8 3 BEDROOM / NEWLY RENOVATED,3019,1,all bronx areas,longer than a month but within six months
SHORT TERM RENTAL IN KIPS BAYMURRAY HILL,2825,1,murray hill,longer than a month but within six months
SHORT TERM RENTAL! 2 MONTHS OK! FURNSIHED!,3800,1,brooklyn,longer than a month but within six months
SHORT/ LONG TERM FURNISHED OPTIONAL,3500,1,midtown,longer than a month but within six months
SHOWING MONDAY 5PM - CITYFHEPS OK - DUPLEX - 5 MINS WALK TO #2 TRAIN,3375,1,bronx,longer than a month but within six months
SHOWING TODAY! Priced to rent today!,2300,1,flatbush,longer than a month but within six months
"SICK HUGE! LOFT-LIKE Reno'd Apt, LAUNDRY IN UNIT! Window In Livingroom",3300,1,buschwick,longer than a month but within six months
SICK LOFTY APT! FOUR BATHROOMS! $960 PER PERSON! DEKALB L! MUST SEE,4800,1,buschwick,longer than a month but within six months
SICK! AWESOME! Right By Maria Hernadez Xposed Brick Moulding! MUST SEE,2800,1,buschwick,longer than a month but within six months
SLEEK 3 Bed 1 Bath + Balcony,2850,1,flatbush,longer than a month but within six months
SLEEK 3 Bed 1 Bath + Balcony  ***NO FEE***,2850,1,flatbush,longer than a month but within six months
SMALL BUT EFFICIENT TRUE 1BR APARTMENT IN A GREAT LOCATION,2900,1,clinton hill,longer than a month but within six months
SMALL STUDIO BY QUICK RENTAL FOR RENT,1200,1,laurelton,longer than a month but within six months
SMALLER STUDIO STYLE * TRUE 1 BEDROOM * OLDER BUILDING *,1650,1,bed stuy,longer than a month but within six months
SOHO LUXURY 1 BEDROOM,3995,1,soho,longer than a month but within six months
SOHO PENTHOUSE LIVE/WORK 6/7 ROOMS,18000,1,soho,longer than a month but within six months
SOUTH COLUMBUS VICINITY ROOM TO SHARE FURNISHED,950,1,mount vernon,longer than a month but within six months
SOUTH SLOPE * RENOVATED 3BR HIGH END * H/HW INC * NO FEE * R TRAIN,3644,1,south slope,longer than a month but within six months
SOUTH SLOPE * RENOVATED 3BR HIGH END * H/HW INC * NO FEE *G F R TRAIN,3644,1,south slope,longer than a month but within six months
SPACIOUS & NEW 1BR Apt. w/ Balcony,3055,1,forest hills,longer than a month but within six months
SPACIOUS 1 BED APT,2700,1,forest hills,longer than a month but within six months
SPACIOUS 1 BEDROOM *CLOSE TO SUNY DOWNSTATE MEDICAL SCHOOL,1900,1,leffert gardens,longer than a month but within six months
SPACIOUS 1 BR_HARLEM_LAUNDRY_ELEVATOR_PETS OK,2200,1,harlem,longer than a month but within six months
SPACIOUS 1 Bedroom basement apartment,1700,1,elmhurst,longer than a month but within six months
SPACIOUS 2 BDRM + HOME OFFICE**ASAP MOVE IN***,2495,1,ocean hill,longer than a month but within six months
SPACIOUS 2 BDRM AVAILABLE IN BUSHWICK***ASAP MOVE IN***GREAT LOCATION,2595,1,buschwick,longer than a month but within six months
SPACIOUS 2 BDRM DUPLEX + BACKYARD IN CLINTON HILL****ASAP MOVE IN,2995,1,clinton hill,longer than a month but within six months
SPACIOUS 2 BEDROOM FOR RENT,2400,1,flatbush,longer than a month but within six months
SPACIOUS 2 BEDROOM IN PLG,2500,1,plg,longer than a month but within six months
SPACIOUS 2 BEDROOM IN WILLIAMSBURG,3800,1,williamsburg,longer than a month but within six months
SPACIOUS 2 bed @ BUSHWICK with GYM/ BACKYARD/ WIFI!! No fee,2700,1,brooklyn,longer than a month but within six months
SPACIOUS 3 BDRM DUPLEX W/BACKYARD IN RIDGEWOOD**GREAT DEAL**,3695,1,ridgewood,longer than a month but within six months
SPACIOUS 3 BED 1 BATH IN FLATBUSH!!,3100,1,flatbush,longer than a month but within six months
SPACIOUS 3 BED 2 BATH IN BEDSTUY!! **NO FEE**,2800,1,brooklyn,longer than a month but within six months
SPACIOUS 3 BED DUPLEX IN PRIME BUSHWICK!,3500,1,buschwick,longer than a month but within six months
SPACIOUS 3 BEDROOM APARTMENT IN COLLEGE POINT,2600,1,college point,longer than a month but within six months
SPACIOUS 3 BEDROOM CLOSE TO GREEN ACRES MALL!!,3000,1,rosedale,longer than a month but within six months
SPACIOUS 3 bedroom apartment in Astoria!,3250,1,astoria,longer than a month but within six months
